country,city,name,description,rating,reviews,km_to_centre,min_private_price,min_dorm_price
Colombia,Medellin,Rock Hostel Medellin,"Rock Hostel Medellin has a restaurant, bar, a shared lounge and garden in Medellín!!",7.8,66,1.47,,7.88
Colombia,Medellin,Key West Hostel,"Key West Hostel has a bar, shared lounge, a garden and casino in Medellín. Boasting family rooms, this property also provides guests with a terrace.",7.8,52,1.76,,7.18
Colombia,Medellin,Selina Medellin,"Enjoy discovering the best places in Latin America, Colombia in north-central of Medellin with Selina.",7.1,769,5.56,17.13,11.11
Colombia,Medellin,Moradia Laureles Medellin,Some units feature a terrace and/or a balcony with inner courtyard or quiet street views!!,7.1,1,2.78,,12.87
Colombia,Medellin,JEP Hostel,JEP Hostel is a clean spacious stylish hostel set in a beautiful old building.,7.1,94,1.88,7.09,6.3
Colombia,Medellin,New Memphis Hostal,Stay in New Memphis Hostal and enjoy Medellin.,7.1,8,5.41,11.25,11.25
Colombia,Medellin,Parceros HyH,Parceros HyH offers private and shared accommodation in Medellin.,6.9,36,4.55,7.33,
Colombia,Medellin,Tiger Hostel,"A social hostel experience with many activities. Enjoy our bar, outdoor terrace, Live Music, and if you are a singer, feel free to come and make music with us, we have an open music studio for you!... Explore the city from a central location and come bac",6.0,563,5.34,16.71,9.9
Colombia,Medellin,Panela Hostel,"We have a large living room to chat with new people, a full equipped kitchen for you to cook whatever you want, we have everything to make your stay amazing!",5.5,137,5.09,11.25,10.13
Colombia,Medellin,Hostal Lleras Calle 8 Medellin,We are a hostel type accommodation located in one of the most exclusive areas of the city.,4.6,464,5.49,,12.38
Colombia,Medellin,Casa Estación Hostel,"Casa Estación Hostel offers an excellent location that will allow you to be close to representative places such as Lleras Park, Poblado Park, Provenza and various restaurant options.",,0,4.75,13.01,11.67
Colombia,Medellin,Retiro Espiritual Pleyades,"Charming rural house, in the middle of the Colombian jungle mountains, two hectares of natural reserve and continuous reforestation.",,0,,,15.75
Colombia,Medellin,Hostal Muchu Picchu Medellín,"Hostal Machu Picchu Medellín is set 500 metres from El Poblado Park, less than 1 km from Lleras Park and 6.5 km from Laureles Park.",,0,4.78,12.94,
Colombia,Medellin,Poblado Park Guest House,Close to everything. Most of our rooms have desks and there is plenty of space for relaxing or working in the social areas.,,0,5.22,17.96,
Colombia,Medellin,Hostal Caps San Diego,"Located in Medellín, 2.9 km from El Poblado Park and 2 km from the centre, Hotel Hostal Caps San Diego features air-conditioned accommodation with free WiFi, and a bar.",,0,3.05,,28.13
Colombia,Medellin,Casa Profunda,"Some accommodation includes a patio with garden views, a fully equipped kitchen. Situated in Medellín in the Antioquia region.",,0,8.84,11.54,
Colombia,Medellin,Beminimal,"Beminimal is a building with 24 stylish mini-apartments, designed for you to have a comfortable stay full of positive experiences.",10.0,9,1.61,26.43,
Colombia,Medellin,Hotel Manila Boutique,"Medellín is the capital of the mountainous province of Antioquia (Colombia). Nicknamed the ""city of eternal spring"" for its mild climate, it hosts the annual Flower Fair.",9.6,8,4.81,21.26,
Colombia,Medellin,Hotel Suite del Parque,Hotel Suite del Parque is a new cozy hotel located in Laureles neighborhood.,9.4,1,2.12,18.0,
Colombia,Medellin,Los Patios Cool Living,"Los Patios Cool Living has a garden, shared lounge, a terrace and restaurant in Medellín. Boasting a bar, the hotel is close to several noted attractions, around 1.4 km from Laureles Park.",9.4,1,2.19,32.57,
Colombia,Medellin,Hotel Coliving 78a,"Medellín is the capital of the mountainous province of Antioquia (Colombia). Nicknamed the ""city of eternal spring"" for its mild climate.",9.0,14,2.87,16.17,
Colombia,Medellin,Hotel Boutique Laureles Medellin,Hotel Boutique Laureles Medellin has everything you need to enjoy your stay,8.9,5,1.95,28.13,
Colombia,Medellin,INTERNATIONAL HOSTEL MEDELLIN,International Hotel Medellin SAS features a garden and a terrace. The property is close to several noted attractions.,8.6,10,4.95,10.91,
Colombia,Medellin,Casa Mosaiko Primer Parque,You’ll be literally steps away to the best gastronomic and entertainment offer of Laureles!!!,7.6,2,2.06,6.67,
Colombia,Medellin,Hotel Laureles de Aburrá,"Hotel Laureles de Aburrá, is a hotel located in the best sector of Medellín, close to everything and completely away from noise, just two blocks from the tourist corridor of 70. Guarantee of good service, cleanliness and the best price.",6.3,1,1.77,6.89,
Colombia,Medellin,Kromatic Hostel,"The property is 3.9 km from Explora Park, 4.1 km from La Macarena Bullring and 5 km from Laureles Park. Accommodation at the hotel is equipped with a flat-screen TV and free toiletries.",5.6,2,2.12,14.63,
Colombia,Medellin,Edificio SantaMarta Medellin,"Uncover the artistic wonders of Plaza Botero, a mere 5 km away, and immerse yourself in the vibrant Comuna 13 neighborhood, located 7 km from the city center.",,0,2.21,18.0,
Colombia,Medellin,Hestia Hotel Boutique,"Located in Medellín, 7.7 km from Lleras Park and less than 1 km from Laureles Park. With a shared lounge, the 4-star hotel has air-conditioned rooms with free Wi-Fi, each with a private bathroom.",,0,3.03,10.8,
Colombia,Medellin,Komfort Hostal,"Our neighbourhood is declared historical and architectural patrimony of the city. At the hostel, each room is equipped with a desk. Guest rooms at Hostal Komfort are equipped with a shared bathroom and bed linen.",,0,1.79,6.9,
Colombia,Medellin,Hotel Moet,"Located in the pink area of Medellin. Featuring a bar and a terrace, Hotel Moet is set in Medellín, 1.2 km from Lleras Park.",,0,5.39,25.99,
Colombia,Medellin,HoLa Med,"Located in Medellín, 7.9 km from El Poblado Park, 8.6 km from Lleras Park, and 1.1 km from Laureles Park. Completely away from noise, private bathroom in all rooms, excellent comfort.",,0,3.0,8.1,
Colombia,Medellin,Hotel Hostal Caps El Poblado,"Our capsules have been designed to offer a unique accommodation experience, combining the comfort and convenience of a hotel room with the excitement and adventure of sleeping in a compact and innovative space.",,0,6.17,39.38,27.0
Colombia,Medellin,Casa Clandestina,"Located in Medellín and with El Poblado Park reachable within 600 metres, Casa Clandestina features a shared lounge, non-smoking rooms, free Wi-Fi and a terrace.",,0,4.66,12.22,
Colombia,Medellin,Don Leandro Coffee Farm,"A unique wellness experience at Arvi park forest. Fire pit with a magnificent city view, BBQ meal at night sleep in our glamping coffee cave.",,0,9.35,29.88,
Colombia,Medellin,Laureles Guest House,"This place is perfect for travellers, couples, digital nomads who want to spend some time in a private, quiet and safe studio apartment with all the comforts.",,0,2.82,12.38,
Colombia,Medellin,BeHappy Glamping,"With garden views, BeHappy Glamping is located in Medellín and has a restaurant, a shared lounge, snack bar and garden.",,0,8.12,25.31,
Colombia,Medellin,61Prado Guesthouse,"61PRADO is situated in the beautiful historical neighborhood of Prado Centro, famous for its rich cultural life and its architectural heritage.",9.0,137,1.53,10.33,
Colombia,Medellin,Poblado Guest House,"Welcome to my Guest House in “el Poblado”, the most safe and touristic part of Medellin.",8.3,20,4.7,13.61,
Colombia,Bogota,Roma Lodges House,"Spacious, well-lit house strategically located in Bogotá, it has excellent spaces to share with other guests or peaceful to rest.",10.0,1,4.97,5.23,8.97
Colombia,Bogota,The HiPinto Social Experience,The rooms are actually Studio-apartments. We are located in Chapinero Alto that is a very safe area in Bogota.,9.9,20,4.39,14.0,30.0
Colombia,Bogota,Casa Dreamer Bogotá,"By the award-winning Dreamer Hostels with locations in Santa Marta & Palomino, Dreamer Bogotá brings the friendliness and warmth of the Caribbean Coast to Colombia’s cosmopolitan capital.",9.9,20,1.61,13.45,12.64
Colombia,Bogota,Cedron Hostel,Cedron Hostel is a friendly hostel in the best area of Bogota.,9.8,401,1.44,10.65,7.4
Colombia,Bogota,Karuss Hostel,Karuss Hostel is located in the historic neighborhood of La Candelaria in downtown. It is in a strategic,9.8,362,1.61,16.44,
Colombia,Bogota,Next Door,"Featuring a bar, Next Door offers rooms in Bogotá, 600 m from Corferias International Exhibition Center and 4.1 km from El Campin Stadium.",9.8,14,3.49,11.21,10.54
Colombia,Bogota,The Cranky Croc Hostel,"The Cranky Croc backpackers hostel in the historic centre of Bogota is the ideal place to relax and meet other travelers. Located nearby to Bogota most interesting sites, museums & nightlife, this beautifully remodeled colonial house features outdoor patios,...",9.6,3247,1.5,22.11,17.68
Colombia,Bogota,Selina Parque 93 Bogota,"Welcome to our new Colombian hostel, welcome to Selina Parque 93 Bogotá. Stay with us to get the full Selina experience.",9.5,89,9.71,19.59,16.4
Colombia,Bogota,Granada Hostel,"Granada Hostel is located in the middle of the historical centre,",9.4,739,1.39,12.22,7.62
Colombia,Bogota,Botanico Hostel Bogota,Botanico Hostel Bogota located in the historic Candelaria.,9.3,1671,1.45,10.11,9.12
Colombia,Bogota,Usaquen Station Hostel,WE TAKE COVID-19 SERIOUSLY. USE OF MASK IS MANDATORY. Long time backpackers Viviana and Juan are happy,9.3,51,11.98,11.77,13.45
Colombia,Bogota,Arche Noah Boutique Hostel,"Welcome to our oasis in the Candelaria, Bogotás historical center. The brand new quality Guesthouse is located within a walking distance of the main museums, squares, churches and other monuments.",9.3,611,1.69,6.73,7.85
Colombia,Bogota,Onde Pepe Hostel Candelos BogotÃ,"Feel secure, comfortable and right at home with us at Candelos Hostel",9.1,60,1.52,10.09,10.09
Colombia,Bogota,Masaya  Bogotá,"In the Candelaria district, Masaya Hostel Bogotá promotes a different travel. In a Colonial house of 750m2, Masaya offers a real immersion into Colombian Culture; with style, service and comfort.",9.1,2110,1.52,12.22,11.09
Colombia,Bogota,Fatima Hostel Bogota,"Fatima Hostels Bogota, a great place to discover and enjoy Bogota.",9.1,672,1.36,20.18,7.85
Colombia,Bogota,Viajero Bogota Hostel & Spa,CULTURE AND RELAXATION IN ONE PLACE! Welcome to Bogota! Our first hostel in the chain to have a spa in,9.0,312,1.8,4.15,12.78
Colombia,Bogota,Trip Monkey Hostel Chapinero,"We are located in the Chapinero Center, one of the best locations in Bogotá!!We have most shared rooms.",9.0,30,6.03,15.13,6.73
Colombia,Bogota,Ulucaho,"Ulucaho is a house in the historic center of Candelaria with some private ensuite rooms, cable TV, WiFi, BBQ and much more!",8.9,133,1.46,11.21,10.54
Colombia,Bogota,Hostal Macondo Bogota,"In the middle of one of the most beautiful architectural conservation areas of the capital of Colombia, a",8.9,97,6.68,10.76,10.76
Colombia,Bogota,Urbana Hostel,"We are located in the Zona Rosa, just 3 blocks from Zona T walking well knower as the party area. We have private rooms and shared rooms and tourism information .",8.9,19,7.8,13.32,13.32
Colombia,Bogota,LimaLimon Bogota,Lima Limon Bogota is the perfect place where you can share your travel experiences with travellers around the world.,8.8,202,1.62,12.33,6.73
Colombia,Bogota,Hostal R10,"In R10 you will be at the epicenter of the city, where it all started with its foundation, where we decid",8.6,452,1.19,8.41,5.61
Colombia,Bogota,Astromelia Hostal,"Astromelia Hostal offers comfortable stay in the heart of Bogota. Incredible Solarium when you can work, shared bathrooms and kitchen.",8.6,15,1.5,6.73,10.09
Colombia,Bogota,Spotty Hostels,History and modernity in one place Bogotá is the capital and the largest city in Colombia.,8.6,97,1.65,12.22,12.33
Colombia,Bogota,Bababuy Hostel,Welcome to Bababuy Hostel the best accommodation choice for a unforgettable stay in Bogota.,8.5,294,10.84,12.22,7.85
Colombia,Bogota,Trip Monkey Hostel Zona G,"In the heart of the gastronomic area of ​​the country, because one of the best ways to get to know Colombia is through its food.",8.5,97,6.17,10.93,7.4
Colombia,Bogota,Mandala Hostel Bogota,"Conscious Travelers - Vegetarian - Yoga - Urban Garden - Cats Mandala Yoga Hostel is a peaceful sanctuary in the very heart of the bustling city of Bogota.We are a retreat hostel we daily Yoga Classes, meditation, Cacao ceremonies and bonfires weekly. With...",8.5,470,9.3,10.8,7.6
Colombia,Bogota,Selina La Candelaria Bogota,"The cultural crown jewel of the Andes, Bogotá is a massive, bustling mecca of art, history, cuisine, and nightlife, driven by a passion for modern, forward-thinking.",8.3,714,1.31,16.08,10.19
Colombia,Bogota,El Yarumo,El Yarumo Hostel the perfect match for you holidays in Colombia.,8.3,263,1.52,8.97,13.45
Colombia,Bogota,Hostal Casa Colibri,Welcome to Hostal Casa Colibri,8.3,198,1.51,7.29,5.61
Colombia,Bogota,Casa del Sol,"Welcome to Casa del Sol in Bogota, Colombia.",8.3,34,1.41,8.44,6.75
Colombia,Bogota,North House Hostel,"Hi! and welcome to North House Hostel, the newest hostel in the north of Bogotá, Colombia.",8.2,191,7.88,10.56,5.86
Colombia,Bogota,Las Mandarinas,Las Mandarinas has everything you need to enjoy your stay,8.1,6,4.86,,10.11
Colombia,Bogota,Selina Chapinero Bogota,"A whole new way to stay. Whether you’re a digital nomad, family on vacation or adventurous backpacker, you’ve come to the right place at Selina Los Heroes Bogota.",8.1,310,7.31,12.91,12.04
Colombia,Bogota,The Luun Hostel,"Boasting a bar and a shared lounge, The Luun Hostel is situated in Bogotá, 100 m from Quevedo's Jet and 400 m from Luis Angel Arango Library.",7.7,37,1.51,14.63,12.38
Colombia,Bogota,Casa Mood,"Casa Mood Hostel is a collective of local brands located in Usaquén, one of the most interesting and exc",7.6,13,12.28,18.56,10.13
Colombia,Bogota,Villacandelaria Hostel,"Villacandelaria is located in the Candelaria District, Bogota downtown historical neighborhood. This",7.4,148,1.55,9.56,10.13
Colombia,Bogota,Hobu Hostel,"Hobu Hostel is a collective space that include private areas, where you could live unique experiences during all your stay.",7.1,309,5.08,8.44,6.08
Colombia,Bogota,Kuyay Hostel,"Provides a shared lounge, non-smoking rooms, coworking area, free Wi-Fi throughout the property and a terrace.",7.1,3,7.99,,4.73
Colombia,Bogota,Hotel Hostal Caps El Dorado,"Bogota is the capital and largest city in Colombia. It is a convergence point for people from all over the country, so it is diverse and multicultural.",6.9,9,9.95,,22.5
Colombia,Bogota,82hostel,"82Hostel is located in one of the most safe and fun areas of the city of Bogota (ZONA ROSA & ZONA T), where you can find a variety of restaurants, bars, clubs and shopping.",6.7,524,8.01,11.25,8.55
Colombia,Bogota,Hostal CQ Chapinero,Hostal CQ Chapinero is located in Bogota in the town of Chapinero.,5.9,62,6.39,5.62,4.5
Colombia,Bogota,B&B CQ Lourdes,B&B CQ Lourdes is a nice hostel that offers 24 hours reception and cable TV.,3.3,48,5.96,5.98,5.52
Colombia,Bogota,Hostal Bogota Real,"Hostel Bogota Real, the best hostel in Bogota, welcomes you! We opened this year, guarantee you will find......",2.0,22,10.49,14.06,
Colombia,Bogota,Casa Huesped Kiwi Hotel,You will find comfortable rooms and excellent service in Casa Huesped Kiwi Hotel.,2.0,8,10.32,9.0,
Colombia,Bogota,Hostel para viajeros,The exuberant nature of Bogotá is one of the most important attractions of the city and the perfect excuse for sightseeing.,2.0,2,8.25,9.0,9.0
Colombia,Bogota,La Quinta,Come to La Quinta spend unforgettable holidays in Bogota.,,20,7.13,6.75,5.63
Colombia,Bogota,Colombian Hostelling La Llanerita,"If you want to enjoy contact with nature, know beautiful rivers and landscapes, La Llanerita is the right place for you!!",,0,,12.22,13.5
Colombia,Bogota,Reserva Botanica Choachi,"The rooms and cabins are decorated with original art masterpieces and handicrafts, and they are bioconstructions. One hectare territory full of biodiversity.",,0,17.96,9.19,5.52
Colombia,Bogota,Prisma Hostel,"Prisma Hostel is located in a central tourist area, presents a lot of cultural diversity in the centre of Bogota.",,0,1.27,12.22,5.63
Colombia,Bogota,Backpackers La Terraza,"La Terraza is situated in the Centro Internacional district of Bogotá, only 2.7 km from Bolivar Square.",,0,2.69,9.19,9.19
Colombia,Bogota,Las Aguas Studios,"Bogotá is the capital of Colombia and is located in the center of the country, in a region known as the Sabana de Bogotá on the eastern Andes mountain range.",9.0,2,1.78,13.33,
Colombia,Bogota,Bendito Hostel,Hostel Bandido offers private and shared accommodation in a beautiful neighbourhood of Bogota.,8.8,172,3.63,10.9,7.85
Colombia,Bogota,Hostal Chorro de Quevedo Candelaria,Hostal Chorro De Quevedo offers nice and comfortable rooms.,5.2,19,1.57,5.25,
Colombia,Bogota,Corazon del Molino Bogota,Corazon del Molino Bogota features modern comfort with a flat-screen TV and offers guests the convenience of free WiFi.,,0,3.41,11.25,
Colombia,Bogota,Hotel Dorado Boutique,Dorado Boutique offers accommodation in Bogotá. All units in the hotel are fitted with a flat-screen TV with cable channels.,,0,8.61,13.5,
Colombia,Bogota,Hotel Hostal Caps Campin,"Our capsules have been designed to offer a unique accommodation experience, combining the comfort and convenience of a hotel room with the excitement and adventure of sleeping in a compact and innovative space.",,0,3.91,,24.75
Colombia,Bogota,El Hostel Granjero,"Sesquilé is a Colombian municipality in the department of Cundinamarca located in the province of Almeidas, 45 km northeast of Bogotá.",,0,,18.79,
Colombia,Bogota,Hostel Kongo,"Hostel Kongo features concierge services, non-smoking rooms, a shared lounge, free Wi-Fi throughout the property and a terrace. Boasting a bar!!",,0,1.58,6.94,
Colombia,Bogota,La Crysalida,"Natural paradise, come and enjoy an environment in the middle of the mountain, where you can hear the sound of the ravine and have bird watching, and many more animal and plant species!!",,0,,13.5,
Colombia,Bogota,Casa Creazzo 62,"Features accommodation with a garden and free Wi-Fi throughout the property. The property is located 7.4 km from Bolivar Square, 7.8 km from Luis Angel Arango Library.",10.0,1,5.72,8.93,
Colombia,Bogota,Hostal La Candelaria Bogota,"We introduce a hostel with a family atmosphere, quiet and safe, oriented for family holiday, couples, sin",9.5,117,1.61,14.39,
Colombia,Bogota,Hospedaje la Tía,"Our hostal is for everyone that find a break, we wait for you!!",8.6,1,1.21,6.0,
Colombia,Bogota,EL Encanto,Beautiful accommodation in Bogota with different areas to shared with other guest !!,,0,5.86,5.52,
Colombia,Bogota,Elemental Hostel Coliving,"We are a house located in the capital of Colombia, with three floors, quite bright, with common areas.",,0,8.92,11.25,
Colombia,Bogota,Habitación priv con baño y balcón priv.,"The apartment has work areas, equipped kitchen, laundry area, terrace with a beautiful view of the city and 200Mb Internet.",,0,16.32,10.13,
Colombia,Bogota,Touristic House,"This beautiful house has six (6) independent Bedrooms and well-lit rooms, each with its private bathroom",,0,5.32,15.53,
Colombia,Santa Marta,Dreamer Santa Marta,"VOTED MOST POPULAR HOSTEL 2019 and BEST HOSTEL COLOMBIA 2014, we are the closest to famous Tayrona Park, Minca, the best beach of S.Marta 'Concha' and just 3 minutes from Quinta de San Pedro",9.0,5607,3.9,16.88,11.25
Colombia,Santa Marta,Senderos del Mar,"Beyond of being just a hostel, we pride ourselves in showcasing a regenerative model of tourism with zero waste, support in local reforestation projects and we are powered 100% by solar panels energy systems.",10.0,5,,20.63,13.45
Colombia,Santa Marta,Hostal Las Guaduas,"Located in Santa Marta and provides air-conditioned rooms. Among the facilities at this property are a shared kitchen and a shared lounge, along with free WiFi throughout the property.",10.0,4,0.52,18.68,16.01
Colombia,Santa Marta,El Parcero Hostal,"The Tayrona Park and the Sierra Nevada are just some of the landscapes that surround Santa Marta, Colombia, and get to know its charm, diversity and Caribbean flavour!",10.0,3,5.24,8.97,4.48
Colombia,Santa Marta,Taganga Macabi Hostel,"Macabi is a relaxing place a few meters from one of the most beautiful bays in South America: Taganga. Offer a garden, shared lounge, terrace, and free WiFi throughout the property.",10.0,2,2.43,,11.93
Colombia,Santa Marta,La Casa de Petra Food House,"House located in the historic center of Santa Marta, with a sensational patio with a fruit tree and palm tree, 6 rooms all with air conditioning.",10.0,1,1.35,13.77,10.09
Colombia,Santa Marta,Hostal Casa Horizonte,"Hostal Casa Horizonte also has a terrace, shared kitchen, tour desk, luggage storage and laundry service. Guests can play darts and table tennis at the property.",10.0,1,1.75,9.53,8.97
Colombia,Santa Marta,Flamingo Hostel & Coworking,Welcome to Flamingo Coworking the best place for your holidays in Colombia.,9.9,64,1.42,14.57,7.85
Colombia,Santa Marta,The Fort Hostel,"Stay in one of our luxurious and spacious dormitories or rent La Casa de Moncoro, our private cabin.",9.9,103,,,14.57
Colombia,Santa Marta,Palmario,"Featuring a garden, terrace and views of sea, Palmarío Hostal is located in Santa Marta, a few steps from Mendihuaca Beach.",9.8,4,,14.8,16.14
Colombia,Santa Marta,Hostal KAIA,"'Hostal KAIA is a tropical paradise inside the city of Santa Marta, only 100 meters from bus stop to Palomino, Tayrona Park, Taganga or Airport.",9.7,286,2.0,7.29,11.21
Colombia,Santa Marta,La Ponderosa Reserve,"Secluded from roads and modern civilisation, you wake up to the sounds of monkeys, birds and rare dramatic views of the snowy peaks, in one of the most biodiverse regions in the world.",9.7,200,,15.69,11.21
Colombia,Santa Marta,Lote 10 Glamping,Santa Marta is a Caribbean city located in the department of Magdalena . It is a bustling port city that was once the first Spanish settlement in Colombia.,9.7,46,,22.42,13.45
Colombia,Santa Marta,Mendihuaca Surf Camp,"Come and relax after practice in our nature friendly hostel, with either sea or jungle view.",9.7,7,,25.33,15.2
Colombia,Santa Marta,Encanto Hostel,Santa Marta is a Caribbean city located in the department of Magdalena (northern Colombia). It is a bustling port city that was once the first Spanish settlement in Colombia.,9.6,14,,31.39,15.07
Colombia,Santa Marta,Musa Paradisiaca Hostal,A small paradise in the midst of the city. We offer a space where you can calmly relax in peace. Has a re,9.6,32,2.49,12.22,10.13
Colombia,Santa Marta,Viajero Tayrona Hostel & Ecohabs,"Welcome to the Caribbean coast of Colombia where you will find sandy beaches, coconut palms, a jungle and",9.4,835,,25.78,14.57
Colombia,Santa Marta,Diosa Jaguar,"Located in Santa Marta, 2.7 km from Castilletes Beach, features accommodation with a garden, free private parking, a shared lounge and a terrace.",9.4,1,,12.22,13.45
Colombia,Santa Marta,Hostal 4 Manzanas,"We are 500 m from Bahía de Santa Marta Beach !!!The hostel offers certain units with inner courtyard views, and every unit comes with a patio.",9.4,1,1.45,9.18,11.93
Colombia,Santa Marta,Mr. Baboon Hostel,"Mr. Baboon Hostel, an Eighteenth century colonial house carefully renovated into a modern boutique hostel, located right in the heart of the oldest city in South America, Santa Marta.",9.4,751,1.5,12.18,7.17
Colombia,Santa Marta,Hotel Jasayma Parque Tayrona,"The Caribbean style facilities are consistent with the environment have solar energy 24 hours, the bathro",9.3,63,,29.15,
Colombia,Santa Marta,Entre Bosques Tayrona Posada Hostel,Entre Bosques Tayrona Posada Hostel is in the middle of the tropical forest.,9.3,60,,13.45,7.85
Colombia,Santa Marta,Origen Hostel,Origen Hostel offers private and shared accommodations surrounded by stunning Caribbean jungle.,9.2,97,,31.39,11.21
